ngram,ngram_length,real_count,fake_count,real_doc_freq,fake_doc_freq,frequency_ratio,frequency_difference,abs_frequency_difference,log_odds_ratio,abs_log_odds,chi2_statistic,chi2_p_value,preference,chi2_fdr_p_value,chi2_significant
disney,1,83,1,0.004758901439137664,0.0001737619461337967,0.036513037379753595,-0.004585139493003867,0.004585139493003867,-3.314682377703901,3.314682377703901,23.957883785637648,9.846625242175357e-07,real,1.056663538834233e-05,True
hassan,1,3,27,0.00017200848575196377,0.004691572545612511,27.275238922675932,0.004519564059860547,0.004519564059860547,3.310509880683498,3.310509880683498,64.97631589501181,7.580370560808518e-16,fake,2.4212595379523675e-14,True
cardi b,2,81,1,0.004644229115303021,0.0001737619461337967,0.03741459385826603,-0.004470467169169224,0.004470467169169224,-3.290175710569591,3.290175710569591,23.297044846992073,1.3881312117136531e-06,real,1.4607659844196e-05,True
cardi,1,81,1,0.004644229115303021,0.0001737619461337967,0.03741459385826603,-0.004470467169169224,0.004470467169169224,-3.290175710569591,3.290175710569591,23.297044846992073,1.3881312117136531e-06,real,1.4607659844196e-05,True
lauren,1,80,1,0.004586892953385701,0.0001737619461337967,0.03788227628149435,-0.004413131007251904,0.004413131007251904,-3.2776955885434265,3.2776955885434265,22.966733342455637,1.6482916263288305e-06,real,1.7211968328779904e-05,True
jameel,1,3,26,0.00017200848575196377,0.004517810599478714,26.265044888502747,0.00434580211372675,0.00434580211372675,3.2725949869325546,3.2725949869325546,62.01470899200116,3.409013980027215e-15,fake,1.0060296691058574e-13,True
hassan jameel,2,3,26,0.00017200848575196377,0.004517810599478714,26.265044888502747,0.00434580211372675,0.00434580211372675,3.2725949869325546,3.2725949869325546,62.01470899200116,3.409013980027215e-15,fake,1.0060296691058574e-13,True
bachelor paradise,2,79,1,0.004529556791468379,0.0001737619461337967,0.03836179876607023,-0.004355794845334582,0.004355794845334582,-3.2650592076267615,3.2650592076267615,22.63649597126186,1.957310584215436e-06,real,2.0282817695209577e-05,True
begging,1,3,25,0.00017200848575196377,0.004344048653344918,25.254850854329568,0.004172040167592954,0.004172040167592954,3.2331997384790663,3.2331997384790663,59.058755627853195,1.5303349320351597e-14,fake,4.0733915102700574e-13,True
brad pitt,2,51,387,0.002924144257783384,0.06724587315377932,22.996770072060098,0.06432172889599594,0.06432172889599594,3.2020389890022667,3.2020389890022667,962.8868781553152,2.0963974303462446e-211,fake,1.897239674463351e-208,True
sienna miller,2,2,16,0.00011467232383464251,0.002780191138140747,24.244656820156386,0.0026655188143061047,0.0026655188143061047,3.1908656399409336,3.1908656399409336,36.287028595360056,1.7029352188078629e-09,fake,2.8191884872337485e-08,True
pitt,1,53,394,0.0030388165816180265,0.0684622067767159,22.529232988541548,0.06542339019509787,0.06542339019509787,3.182688784026957,3.182688784026957,976.5413368664249,2.2562861396460738e-214,fake,3.062908434569545e-211,True
dressed,1,71,1,0.004070867496129809,0.0001737619461337967,0.04268425496506406,-0.003897105549996012,0.003897105549996012,-3.157830561917658,3.157830561917658,19.99749234281428,7.754379019171294e-06,real,7.465652140797894e-05,True
grey s,2,68,1,0.0038988590103778455,0.0001737619461337967,0.04456738386058159,-0.0037250970642440486,0.0037250970642440486,-3.1144856933937004,3.1144856933937004,19.009341132279246,1.3008009012529661e-05,real,0.00012220326805888592,True
anatomy,1,68,1,0.0038988590103778455,0.0001737619461337967,0.04456738386058159,-0.0037250970642440486,0.0037250970642440486,-3.1144856933937004,3.1144856933937004,19.009341132279246,1.3008009012529661e-05,real,0.00012220326805888592,True
finale,1,133,2,0.007625709535003727,0.0003475238922675934,0.04557266319578268,-0.007278185642736133,0.007278185642736133,-3.0957545831803266,3.0957545831803266,38.36752101028157,5.859959599292536e-10,real,1.0198583533384125e-08,True
s anatomy,2,65,1,0.0037268505246258817,0.0001737619461337967,0.04662434003876228,-0.003553088578492085,0.003553088578492085,-3.069192591273468,3.069192591273468,18.022110264310715,2.18354113817688e-05,real,0.00019695395980565546,True
jealous,1,5,35,0.0002866808095866063,0.006081668114682885,21.214074717636837,0.005794987305096279,0.005794987305096279,3.060478378039753,3.060478378039753,81.0806164799905,2.1669503028648904e-19,fake,8.059274071613943e-18,True
foxx s,2,2,14,0.00011467232383464251,0.0024326672458731538,21.214074717636837,0.0023179949220385114,0.0023179949220385114,3.0569858152571365,3.0569858152571365,30.451373209652928,3.423409098403783e-08,fake,4.79100809390014e-07,True
degeneres portia,2,2,14,0.00011467232383464251,0.0024326672458731538,21.214074717636837,0.0023179949220385114,0.0023179949220385114,3.0569858152571365,3.0569858152571365,30.451373209652928,3.423409098403783e-08,fake,4.79100809390014e-07,True
brad,1,64,414,0.0036695143627085603,0.07193744569939184,19.60407797567333,0.06826793133668328,0.06826793133668328,3.0467174818481264,3.0467174818481264,995.8499385770558,1.4333146249372918e-218,fake,3.8914492067047474e-215,True
recap,1,115,2,0.006593658620491944,0.0003475238922675934,0.05270577569599214,-0.00624613472822435,0.00624613472822435,-2.9492981422165125,2.9492981422165125,32.406407833012764,1.250733693176558e-08,real,1.8657922950408546e-07,True
pitt s,2,5,31,0.0002866808095866063,0.005386620330147697,18.789609035621197,0.005099939520561091,0.005099939520561091,2.938418464732987,2.938418464732987,69.37657691831596,8.134903528702332e-17,fake,2.760782885053354e-15,True
sneak,1,57,1,0.0032681612292873117,0.0001737619461337967,0.053168107061746454,-0.003094399283153515,0.003094399283153515,-2.937396290009778,2.937396290009778,15.394774661551756,8.722917400048907e-05,real,0.0006986053315968373,True
caitlyn,1,20,120,0.0011467232383464252,0.020851433536055605,18.183492615117288,0.01970471029770918,0.01970471029770918,2.9204386967943377,2.9204386967943377,276.7894247468202,3.7605406641245798e-62,fake,5.373614685841176e-60,True
kristen stewart,2,9,54,0.0005160254572558913,0.009383145091225021,18.183492615117288,0.00886711963396913,0.00886711963396913,2.909425468820929,2.909425468820929,122.35713577035581,1.9281078512882505e-28,fake,1.1137899609037447e-26,True
caitlyn jenner,2,18,105,0.0010320509145117826,0.018245004344048653,17.678395598030697,0.01721295342953687,0.01721295342953687,2.8897242195437776,2.8897242195437776,239.8175707725723,4.3100598510073634e-54,fake,4.6807249981939965e-52,True
grace,1,53,1,0.0030388165816180265,0.0001737619461337967,0.05718079438716129,-0.0028650546354842296,0.0028650546354842296,-2.8644068655549324,2.8644068655549324,14.084595287931684,0.00017476929271958237,real,0.001272114288830204,True
dumped,1,4,23,0.00022934464766928502,0.003996524761077324,17.4258470894874,0.003767180113408039,0.003767180113408039,2.8617297301786904,2.8617297301786904,49.62865908219577,1.8577996192068117e-12,fake,4.2385932488626e-11,True
holmes,1,22,124,0.0012613955621810675,0.02154648132059079,17.081462759655636,0.020285085758409722,0.020285085758409722,2.858513630469564,2.858513630469564,281.44780743951605,3.6315888044793574e-63,fake,5.7998609436243855e-61,True
holmes jamie,2,7,40,0.0004013531334212488,0.0069504778453518675,17.31761201439742,0.0065491247119306185,0.0065491247119306185,2.8582973304012333,2.8582973304012333,88.5736501351202,4.897698996793847e-21,fake,1.9846645934769094e-19,True
katie holmes,2,22,123,0.0012613955621810675,0.021372719374456995,16.94370902772293,0.020111323812275927,0.020111323812275927,2.850238847653685,2.850238847653685,278.5149482013625,1.5820407805270222e-62,fake,2.3862448439615919e-60,True
foxx,1,17,94,0.0009747147525944614,0.016333622936576888,16.757336331578674,0.015358908183982427,0.015358908183982427,2.8343294493498696,2.8343294493498696,211.12434524317678,7.808517511093752e-48,fake,7.066708347539845e-46,True
jamie foxx,2,17,94,0.0009747147525944614,0.016333622936576888,16.757336331578674,0.015358908183982427,0.015358908183982427,2.8343294493498696,2.8343294493498696,211.12434524317678,7.808517511093752e-48,fake,7.066708347539845e-46,True
mtv,1,102,2,0.005848288515566768,0.0003475238922675934,0.059423178480775454,-0.005500764623299174,0.005500764623299174,-2.828588791042946,2.828588791042946,28.11519548070802,1.1430485603989574e-07,real,1.4848693021450571e-06,True
theroux s,2,4,22,0.00022934464766928502,0.0038227628149435275,16.668201563857515,0.0035934181672742423,0.0035934181672742423,2.8171035236475364,2.8171035236475364,46.74733912159909,8.075451081581844e-12,fake,1.6865268989611312e-10,True
aniston,1,56,281,0.0032108250673699903,0.04882710686359687,15.207028050142732,0.04561628179622688,0.04561628179622688,2.7686011334399336,2.7686011334399336,625.71917320768,4.2644883908996684e-138,fake,1.9296809968821e-135,True
suri,1,5,26,0.0002866808095866063,0.004517810599478714,15.759026933101648,0.004231129789892108,0.004231129789892108,2.7616546645370867,2.7616546645370867,54.91589464835429,1.2579951516605262e-13,fake,3.0495150328199366e-12,True
awards 2018,2,94,2,0.005389599220228198,0.0003475238922675934,0.06448047026637337,-0.005042075327960604,0.005042075327960604,-2.746449478811943,2.746449478811943,25.48168858183986,4.466015829808896e-07,real,5.29486156241535e-06,True
transcript,1,47,1,0.002694799610114099,0.0001737619461337967,0.06448047026637337,-0.002521037663980302,0.002521037663980302,-2.7439175476718414,2.7439175476718414,12.124998924774106,0.0004975036004360632,real,0.0032160054171045515,True
cabello,1,47,1,0.002694799610114099,0.0001737619461337967,0.06448047026637337,-0.002521037663980302,0.002521037663980302,-2.7439175476718414,2.7439175476718414,12.124998924774106,0.0004975036004360632,real,0.0032160054171045515,True
camila cabello,2,47,1,0.002694799610114099,0.0001737619461337967,0.06448047026637337,-0.002521037663980302,0.002521037663980302,-2.7439175476718414,2.7439175476718414,12.124998924774106,0.0004975036004360632,real,0.0032160054171045515,True
kristen bell,2,47,1,0.002694799610114099,0.0001737619461337967,0.06448047026637337,-0.002521037663980302,0.002521037663980302,-2.7439175476718414,2.7439175476718414,12.124998924774106,0.0004975036004360632,real,0.0032160054171045515,True
bachelorette,1,138,3,0.007912390344590334,0.0005212858384013901,0.06588221961999018,-0.007391104506188944,0.007391104506188944,-2.7273091200333295,2.7273091200333295,37.91210348792417,7.400469512026271e-10,real,1.2716629572880588e-08,True
busted,1,3,15,0.00017200848575196377,0.0026064291920069507,15.152910512597742,0.002434420706254987,0.002434420706254987,2.7206304351082484,2.7206304351082484,30.007842339224762,4.303024993317232e-08,fake,5.930311094850905e-07,True
angelina,1,63,299,0.003612178200791239,0.051954821894005215,14.383238867513413,0.04834264369321398,0.04834264369321398,2.7157979648750072,2.7157979648750072,655.1208801950494,1.719599478688129e-144,fake,1.1671781461595675e-141,True
jennifer aniston,2,56,267,0.0032108250673699903,0.046394439617723715,14.449382524512846,0.04318361455035372,0.04318361455035372,2.7149408427013406,2.7149408427013406,584.5408779284544,3.857926384747434e-129,fake,1.3092837668236604e-126,True
angelina jolie,2,60,284,0.0034401697150392755,0.04934839270199826,14.344755285259193,0.045908222986958985,0.045908222986958985,2.7105459164387593,2.7105459164387593,621.0680090388543,4.379952472203782e-137,fake,1.6987958517190384e-134,True
revival,1,45,1,0.0025801272862794565,0.0001737619461337967,0.06734626894487884,-0.0024063653401456596,0.0024063653401456596,-2.700317460164284,2.700317460164284,11.473647604639838,0.0007058999646121127,real,0.004385625638265185,True
jolie,1,63,291,0.003612178200791239,0.05056472632493484,13.998403044971248,0.0469525481241436,0.0469525481241436,2.687212456928485,2.687212456928485,631.6413359950343,2.1970833997784938e-139,fake,1.193016286079722e-136,True
pattinson,1,19,90,0.0010893870764291038,0.015638575152041704,14.355388906671546,0.0145491880756126,0.0145491880756126,2.6787975720805557,2.6787975720805557,192.74693840902546,7.993845646147109e-44,fake,6.028691924802612e-42,True
stefani,1,33,151,0.0018920933432716013,0.0262380538662033,13.867209014559146,0.024345960522931698,0.024345960522931698,2.6542215175472155,2.6542215175472155,322.83395015387674,3.496341984218592e-72,fake,6.328378991435651e-70,True
gwen stefani,2,33,150,0.0018920933432716013,0.026064291920069503,13.775373193270674,0.0241721985767979,0.0241721985767979,2.6473985467791845,2.6473985467791845,319.94532234646493,1.488713821156479e-71,fake,2.5261612652749005e-69,True
aniston s,2,8,37,0.00045868929533857003,0.006429192006950478,14.016442224152911,0.005970502711611907,0.005970502711611907,2.646222238825347,2.646222238825347,76.61158814470122,2.081148751835456e-18,fake,7.434630080570083e-17,True
tabloid,1,5,23,0.0002866808095866063,0.003996524761077324,13.94067767158992,0.003709843951490718,0.003709843951490718,2.63852882790527,2.63852882790527,46.36717611205834,9.804426343261353e-12,fake,1.9864938449219828e-10,True
gwen,1,36,160,0.002064101829023565,0.02780191138140747,13.46925378897577,0.025737809552383906,0.025737809552383906,2.6265390562772306,2.6265390562772306,339.0633021790482,1.0206281342381624e-75,fake,1.9792895603261506e-73,True
movie tv,2,41,1,0.0023507826386101713,0.0001737619461337967,0.07391663664681825,-0.0021770206924763744,0.0021770206924763744,-2.6069971256131805,2.6069971256131805,10.174409640939363,0.0014240328693178304,real,0.008004656812003953,True
report,1,59,252,0.003382833553121954,0.04378801042571677,12.944181183642817,0.04040517687259482,0.04040517687259482,2.6020334335433506,2.6020334335433506,531.0128313144858,1.700600406199766e-117,fake,4.617130102832364e-115,True
robert pattinson,2,19,81,0.0010893870764291038,0.014074717636837533,12.919850016004391,0.01298533056040843,0.01298533056040843,2.571849614516039,2.571849614516039,166.96882345851802,3.398128666575115e-38,fake,2.4278735078293257e-36,True
grey,1,79,2,0.004529556791468379,0.0003475238922675934,0.07672359753214046,-0.0041820328992007855,0.0041820328992007855,-2.5717382198186165,2.5717382198186165,20.563119346656567,5.769701315047825e-06,real,5.675630097954653e-05,True
portia rossi,2,7,30,0.0004013531334212488,0.005212858384013901,12.988209010798064,0.004811505250592652,0.004811505250592652,2.568867005755923,2.568867005755923,59.917868807563295,9.889946240485602e-15,fake,2.712242832618021e-13,True
rossi,1,7,30,0.0004013531334212488,0.005212858384013901,12.988209010798064,0.004811505250592652,0.004811505250592652,2.568867005755923,2.568867005755923,59.917868807563295,9.889946240485602e-15,fake,2.712242832618021e-13,True
portia,1,8,34,0.00045868929533857003,0.005907906168549088,12.879973935708081,0.0054492168732105176,0.0054492168732105176,2.561140329411012,2.561140329411012,68.10930041574622,1.546793792017616e-16,fake,5.121396518692472e-15,True
delivery,1,4,17,0.00022934464766928502,0.002953953084274544,12.879973935708081,0.0027246084366052588,0.0027246084366052588,2.5584026507125093,2.5584026507125093,32.565571208969985,1.1523814787681762e-08,fake,1.7381753971419991e-07,True
becca,1,39,1,0.002236110314775529,0.0001737619461337967,0.07770723339793713,-0.002062348368641732,0.002062348368641732,-2.55687176911517,2.55687176911517,9.52683508200932,0.0020248901341733275,real,0.010758467151234019,True
despite,1,31,126,0.001777421019436959,0.021894005212858385,12.317849836047197,0.020116584193421425,0.020116584193421425,2.5314076497645397,2.5314076497645397,257.4965879630725,6.028512397247058e-58,fake,6.819754649385735e-56,True
platinum,1,38,1,0.0021787741528582075,0.0001737619461337967,0.07975216059261969,-0.0020050122067244106,0.0020050122067244106,-2.530838819703705,2.530838819703705,9.203642934059124,0.002415339839047899,real,0.012490757453361992,True
larry,1,38,1,0.0021787741528582075,0.0001737619461337967,0.07975216059261969,-0.0020050122067244106,0.0020050122067244106,-2.530838819703705,2.530838819703705,9.203642934059124,0.002415339839047899,real,0.012490757453361992,True
kendra,1,38,1,0.0021787741528582075,0.0001737619461337967,0.07975216059261969,-0.0020050122067244106,0.0020050122067244106,-2.530838819703705,2.530838819703705,9.203642934059124,0.002415339839047899,real,0.012490757453361992,True
jolie s,2,11,45,0.0006306977810905338,0.007819287576020852,12.397835873943608,0.007188589794930318,0.007188589794930318,2.52474105283596,2.52474105283596,89.885729569857,2.5232043348628983e-21,fake,1.0539230414081182e-19,True
blake shelton,2,43,172,0.002465454962444814,0.029887054735013033,12.122328410078191,0.02742159977256822,0.02742159977256822,2.5229233518770164,2.5229233518770164,351.3502060609707,2.1533503856364744e-78,fake,4.871955247502523e-76,True
iconic,1,37,1,0.0021214379909408865,0.0001737619461337967,0.08190762439242022,-0.0019476760448070899,0.0019476760448070899,-2.504113112915147,2.504113112915147,8.880886290226467,0.002881716161722828,real,0.014569570538319327,True
brings,1,37,1,0.0021214379909408865,0.0001737619461337967,0.08190762439242022,-0.0019476760448070899,0.0019476760448070899,-2.504113112915147,2.504113112915147,8.880886290226467,0.002881716161722828,real,0.014569570538319327,True
shelton gwen,2,5,20,0.0002866808095866063,0.0034752389226759338,12.122328410078191,0.0031885581130893276,0.0031885581130893276,2.4982436449147025,2.4982436449147025,37.95532419643729,7.238327006411891e-10,fake,1.2517234281788716e-08,True
shelton,1,45,173,0.0025801272862794565,0.03006081668114683,11.650904527464041,0.027480689394867374,0.027480689394867374,2.483322264348721,2.483322264348721,348.06187140975345,1.1199480187055198e-77,fake,2.338968362142682e-75,True
rose mcgowan,2,36,1,0.002064101829023565,0.0001737619461337967,0.08418283618109856,-0.0018903398828897685,0.0018903398828897685,-2.476656682322064,2.476656682322064,8.558598140685302,0.00343894129352136,real,0.016792671963867793,True
queer,1,36,1,0.002064101829023565,0.0001737619461337967,0.08418283618109856,-0.0018903398828897685,0.0018903398828897685,-2.476656682322064,2.476656682322064,8.558598140685302,0.00343894129352136,real,0.016792671963867793,True
seasons,1,36,1,0.002064101829023565,0.0001737619461337967,0.08418283618109856,-0.0018903398828897685,0.0018903398828897685,-2.476656682322064,2.476656682322064,8.558598140685302,0.00343894129352136,real,0.016792671963867793,True
costume,1,36,1,0.002064101829023565,0.0001737619461337967,0.08418283618109856,-0.0018903398828897685,0.0018903398828897685,-2.476656682322064,2.476656682322064,8.558598140685302,0.00343894129352136,real,0.016792671963867793,True
mcgowan,1,36,1,0.002064101829023565,0.0001737619461337967,0.08418283618109856,-0.0018903398828897685,0.0018903398828897685,-2.476656682322064,2.476656682322064,8.558598140685302,0.00343894129352136,real,0.016792671963867793,True
marvel,1,36,1,0.002064101829023565,0.0001737619461337967,0.08418283618109856,-0.0018903398828897685,0.0018903398828897685,-2.476656682322064,2.476656682322064,8.558598140685302,0.00343894129352136,real,0.016792671963867793,True
season 3,2,71,2,0.004070867496129809,0.0003475238922675934,0.08536850993012812,-0.0037233436038622155,0.0037233436038622155,-2.464509574109513,2.464509574109513,17.953385949195617,2.2638135211054534e-05,real,0.000202846657089152,True
wilkinson,1,35,1,0.0020067656671062437,0.0001737619461337967,0.0865880600719871,-0.001833003720972447,0.001833003720972447,-2.448428352251448,2.448428352251448,8.236815141596429,0.0041049099067924704,real,0.019586696655433316,True
kendra wilkinson,2,35,1,0.0020067656671062437,0.0001737619461337967,0.0865880600719871,-0.001833003720972447,0.001833003720972447,-2.448428352251448,2.448428352251448,8.236815141596429,0.0041049099067924704,real,0.019586696655433316,True
sterling,1,35,1,0.0020067656671062437,0.0001737619461337967,0.0865880600719871,-0.001833003720972447,0.001833003720972447,-2.448428352251448,2.448428352251448,8.236815141596429,0.0041049099067924704,real,0.019586696655433316,True
worried,1,5,19,0.0002866808095866063,0.0033014769765421373,11.516211989574282,0.003014796166955531,0.003014796166955531,2.4467759978111667,2.4467759978111667,35.190506305723794,2.9897750579417603e-09,fake,4.860622324737652e-08,True
headed,1,4,15,0.00022934464766928502,0.0026064291920069507,11.364682884448307,0.0023770845443376654,0.0023770845443376654,2.4328910149862013,2.4328910149862013,27.041190236742814,1.9916585455522824e-07,fake,2.491867719435229e-06,True
jersey,1,68,2,0.0038988590103778455,0.0003475238922675934,0.08913476772116317,-0.003551335118110252,0.003551335118110252,-2.4211647055855554,2.4211647055855554,16.977880655705697,3.7817844661167596e-05,real,0.0003269918734237899,True
2019,1,34,1,0.0019494295051889227,0.0001737619461337967,0.08913476772116317,-0.001775667559055126,0.001775667559055126,-2.4193833655749453,2.4193833655749453,7.915578138819877,0.004901091538951127,real,0.022636519148579903,True
total,1,100,3,0.005733616191732125,0.0005212858384013901,0.09091746307558644,-0.005212330353330736,0.005212330353330736,-2.4030318779223148,2.4030318779223148,25.427533026331588,4.593156857130566e-07,real,5.4219221161345595e-06,True
celebrates,1,99,3,0.005676280029814804,0.0005212858384013901,0.09183582128847116,-0.005154994191413414,0.005154994191413414,-2.392923876930257,2.392923876930257,25.10128299399124,5.43966541096108e-07,real,6.257920165575988e-06,True
olympics,1,33,1,0.0018920933432716013,0.0001737619461337967,0.09183582128847116,-0.0017183313971378047,0.0017183313971378047,-2.389472955922304,2.389472955922304,7.594932784046984,0.005853257767878327,real,0.02648599139964943,True
pitt angelina,2,13,46,0.0007453701049251763,0.007993049522154648,10.723598208915325,0.007247679417229471,0.007247679417229471,2.379726270300632,2.379726270300632,86.7579531663003,1.2264958736926841e-20,fake,4.89696514275829e-19,True
favorite,1,65,2,0.0037268505246258817,0.0003475238922675934,0.09324868007752456,-0.0033793266323582883,0.0033793266323582883,-2.375871603465323,2.375871603465323,16.00439495876897,6.31956106121758e-05,real,0.0005183567456557623,True
star studded,2,32,1,0.0018347571813542801,0.0001737619461337967,0.09470569070373588,-0.0016609952352204835,0.0016609952352204835,-2.358643854052502,2.358643854052502,7.274930262956603,0.00699236076460628,real,0.0305213174853795,True
episodes,1,32,1,0.0018347571813542801,0.0001737619461337967,0.09470569070373588,-0.0016609952352204835,0.0016609952352204835,-2.358643854052502,2.358643854052502,7.274930262956603,0.00699236076460628,real,0.0305213174853795,True
studded,1,32,1,0.0018347571813542801,0.0001737619461337967,0.09470569070373588,-0.0016609952352204835,0.0016609952352204835,-2.358643854052502,2.358643854052502,7.274930262956603,0.00699236076460628,real,0.0305213174853795,True
shirtless,1,31,1,0.001777421019436959,0.0001737619461337967,0.09776071298450155,-0.0016036590733031623,0.0016036590733031623,-2.326837715834405,2.326837715834405,6.955628159900534,0.00835559567429765,real,0.03533557983756716,True
joanna,1,31,1,0.001777421019436959,0.0001737619461337967,0.09776071298450155,-0.0016036590733031623,0.0016036590733031623,-2.326837715834405,2.326837715834405,6.955628159900534,0.00835559567429765,real,0.03533557983756716,True
spencer,1,31,1,0.001777421019436959,0.0001737619461337967,0.09776071298450155,-0.0016036590733031623,0.0016036590733031623,-2.326837715834405,2.326837715834405,6.955628159900534,0.00835559567429765,real,0.03533557983756716,True
season,1,627,21,0.03594977352216042,0.0036490008688097307,0.10150274984515234,-0.03230077265335069,0.03230077265335069,-2.3206255976575707,2.3206255976575707,165.066840777606,8.84522283020533e-38,real,6.157635893335249e-36,True
met gala,2,120,4,0.006880339430078551,0.0006950477845351868,0.10101940341731827,-0.006185291645543364,0.006185291645543364,-2.2986514962056295,2.2986514962056295,29.982195338848868,4.3603164250145707e-08,real,5.978918734300282e-07,True
gaines,1,30,1,0.0017200848575196377,0.0001737619461337967,0.10101940341731827,-0.001546322911385841,0.001546322911385841,-2.29399045640705,2.29399045640705,6.637091489947442,0.00998768649045782,real,0.040776795220440566,True
gown,1,30,1,0.0017200848575196377,0.0001737619461337967,0.10101940341731827,-0.001546322911385841,0.001546322911385841,-2.29399045640705,2.29399045640705,6.637091489947442,0.00998768649045782,real,0.040776795220440566,True
channel,1,30,1,0.0017200848575196377,0.0001737619461337967,0.10101940341731827,-0.001546322911385841,0.001546322911385841,-2.29399045640705,2.29399045640705,6.637091489947442,0.00998768649045782,real,0.040776795220440566,True
race,1,30,1,0.0017200848575196377,0.0001737619461337967,0.10101940341731827,-0.001546322911385841,0.001546322911385841,-2.29399045640705,2.29399045640705,6.637091489947442,0.00998768649045782,real,0.040776795220440566,True
shawn,1,30,1,0.0017200848575196377,0.0001737619461337967,0.10101940341731827,-0.001546322911385841,0.001546322911385841,-2.29399045640705,2.29399045640705,6.637091489947442,0.00998768649045782,real,0.040776795220440566,True
desperate,1,8,26,0.00045868929533857003,0.004517810599478714,9.84939183318853,0.004059121304140143,0.004059121304140143,2.2914789626762837,2.2914789626762837,45.978461984233036,1.1956022822745436e-11,fake,2.3868089679230776e-10,True
award,1,59,2,0.003382833553121954,0.0003475238922675934,0.1027315966955779,-0.0030353096608543607,0.0030353096608543607,-2.2786765332116623,2.2786765332116623,14.064521487495421,0.000176644601848179,real,0.0012755055691962927,True
eye,1,59,2,0.003382833553121954,0.0003475238922675934,0.1027315966955779,-0.0030353096608543607,0.0030353096608543607,-2.2786765332116623,2.2786765332116623,14.064521487495421,0.000176644601848179,real,0.0012755055691962927,True
justin theroux,2,38,119,0.0021787741528582075,0.020677671589921807,9.490507110521744,0.0184988974370636,0.0184988974370636,2.269005344500747,2.269005344500747,217.5283011733276,3.1299521166036684e-49,fake,3.0349357130639144e-47,True
theroux,1,38,119,0.0021787741528582075,0.020677671589921807,9.490507110521744,0.0184988974370636,0.0184988974370636,2.269005344500747,2.269005344500747,217.5283011733276,3.1299521166036684e-49,fake,3.0349357130639144e-47,True
cyrus liam,2,6,19,0.00034401697150392754,0.0033014769765421373,9.596843324645237,0.0029574600050382097,0.0029574600050382097,2.264397086768681,2.264397086768681,32.461303512464426,1.2158966585411033e-08,fake,1.823844987811655e-07,True
