char_count,word_count,paragraph_count,sentence_count,avg_paragraph_length,avg_sentence_length,avg_word_length,long_word_ratio,words_per_paragraph,sentences_per_paragraph,flesch_reading_ease,flesch_kincaid_grade,automated_readability_index,coleman_liau_index,gunning_fog_index,lexical_diversity,avg_syllables_per_word,function_word_ratio,content_word_ratio,formal_word_ratio,unique_word_count,vocabulary_richness,period_count,comma_count,semicolon_count,colon_count,exclamation_count,question_count,dash_count,parentheses_count,quote_count,caps_word_count,caps_ratio,title_case_ratio,punctuation_density,exclamation_ratio,question_ratio,quote_density,attribution_count,attribution_word_count,certainty_count,speculation_count,emotional_count,bias_count,sensational_count,time_reference_count,url_count,number_count,percentage_count,first_person_count,third_person_count,attribution_ratio,certainty_ratio,speculation_ratio,emotional_ratio,bias_ratio,sensational_ratio,first_person_ratio,third_person_ratio,speculation_certainty_ratio,objectivity_score,sentiment_polarity,sentiment_subjectivity,topic_coherence,narrative_element_count,complex_conjunction_count,abstract_word_count,concrete_word_count,abstract_concrete_ratio,semantic_complexity,label,subject
503,87,1,12,502.0,7.25,4.781609195402299,0.3333333333333333,87.0,12.0,61.451782945736454,8.248837209302327,8.258045977011498,8.9093023255814,10.849612403100776,0.735632183908046,1.5517241379310345,0.25287356321839083,0.7471264367816092,0.0,64,73.5632183908046,12,4,0,0,0,0,1,2,0,5,0.05747126436781609,0.2413793103448276,0.03777335984095427,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,1.0,0.07186147186147186,0.42207792207792216,0.014646464646464645,0,0,0,0,0.0,0.0,real,politicsNews
1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,fake,politics
2358,399,1,21,2357.0,19.0,4.894736842105263,0.2506265664160401,399.0,21.0,53.7844763290135,10.96138323194922,12.0978947368421,10.183919597989949,13.806083046813013,0.6265664160401002,1.5839598997493733,0.24060150375939848,0.7593984962406015,0.0,250,62.65664160401002,21,18,0,0,0,0,4,0,0,3,0.007518796992481203,0.19298245614035087,0.01823579304495335,0.0,0.0,0.0,6,3,0,0,0,0,0,2,0,4,0,5,6,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.012531328320802004,0.015037593984962405,0.0,0.5454545454545454,0.13952020202020204,0.30138888888888893,0.039436934943639035,0,0,0,3,0.0,0.0,real,politicsNews
2093,339,1,16,2092.0,21.1875,5.168141592920354,0.2949852507374631,339.0,16.0,46.72921967455622,11.989578402366863,13.474446902654869,11.90177514792899,15.313905325443788,0.5663716814159292,1.6607669616519174,0.26843657817109146,0.7315634218289085,0.0,192,56.63716814159292,16,14,0,0,0,0,3,2,0,5,0.014749262536873156,0.14454277286135694,0.016722408026755852,0.0,0.0,0.0,5,1,0,1,0,0,1,1,0,9,0,0,5,0.014749262536873156,0.0,0.0029498525073746312,0.0,0.0,0.0029498525073746312,0.0,0.014749262536873156,1.0,1.0,0.0028801843317972373,0.2829109062980031,0.062475429003355044,0,0,0,2,0.0,0.0,real,politicsNews
2457,415,1,26,2457.0,15.961538461538462,4.901204819277108,0.23132530120481928,415.0,26.0,62.68974146586348,8.811099397590365,10.300508032128512,10.11855421686747,10.675702811244982,0.6096385542168675,1.5397590361445783,0.236144578313253,0.763855421686747,0.0,253,60.96385542168675,26,17,0,3,0,0,1,2,0,4,0.00963855421686747,0.12530120481927712,0.019943019943019943,0.0,0.0,0.0,1,1,0,1,0,0,1,1,0,3,0,1,18,0.0024096385542168677,0.0,0.0024096385542168677,0.0,0.0,0.0024096385542168677,0.0024096385542168677,0.043373493975903614,1.0,0.9473684210526316,0.08639455782312926,0.4338010204081633,0.029707974670607804,0,1,0,3,0.0,0.0024096385542168677,fake,News
3604,574,1,30,3603.0,19.133333333333333,5.2630662020905925,0.32926829268292684,574.0,30.0,41.75653980166177,12.91965156794425,14.397503350308227,12.566550522648086,15.729723934601985,0.5435540069686411,1.710801393728223,0.24912891986062718,0.7508710801393728,0.0,312,54.35540069686411,27,26,0,1,2,0,4,12,0,38,0.06620209059233449,0.11672473867595819,0.01997780244173141,0.06896551724137931,0.0,0.0,3,4,1,2,1,0,2,0,0,10,0,0,1,0.005226480836236934,0.0017421602787456446,0.003484320557491289,0.0017421602787456446,0.0,0.003484320557491289,0.0,0.0017421602787456446,2.0,1.0,0.04309401290533366,0.3851486563750715,0.0529148985992559,0,0,0,3,0.0,0.0,fake,Government News
1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,fake,politics
2471,375,1,20,2470.0,18.75,5.578666666666667,0.344,375.0,20.0,37.80865715983364,13.147557932263819,15.234408888888886,14.318716577540108,16.439453357100415,0.6106666666666667,1.8186666666666667,0.22933333333333333,0.7706666666666666,0.0,229,61.06666666666667,20,15,0,0,0,0,10,4,0,5,0.013333333333333334,0.14933333333333335,0.019830028328611898,0.0,0.0,0.0,1,1,0,1,0,0,0,3,0,6,0,0,5,0.0026666666666666666,0.0,0.0026666666666666666,0.0,0.0,0.0,0.0,0.013333333333333334,1.0,1.0,0.04401913875598087,0.3637730690362269,0.06392659915643524,0,0,0,6,0.0,0.0,real,politicsNews
1462,234,1,18,1460.0,13.0,5.239316239316239,0.33760683760683763,234.0,18.0,44.79575286123034,11.834860515021461,12.955512820512823,12.02403433476395,16.007010014306154,0.5897435897435898,1.670940170940171,0.24786324786324787,0.7521367521367521,0.0,138,58.97435897435898,18,8,0,0,0,0,8,4,0,8,0.03418803418803419,0.26495726495726496,0.025991792065663474,0.0,0.0,0.0,7,3,0,1,0,0,0,2,0,0,0,0,5,0.029914529914529916,0.0,0.004273504273504274,0.0,0.0,0.0,0.0,0.021367521367521368,1.0,1.0,0.16833333333333333,0.34,0.021310684701688162,0,0,0,0,0.0,0.0,real,politicsNews
2650,410,1,18,2649.0,22.77777777777778,5.426829268292683,0.3170731707317073,410.0,18.0,25.95058123464375,15.95912622850123,16.84911585365854,13.903194103194107,19.80644963144963,0.6414634146341464,1.8439024390243903,0.2097560975609756,0.7902439024390244,0.0,263,64.14634146341463,18,24,0,1,0,0,8,8,0,10,0.024390243902439025,0.18048780487804877,0.022264150943396226,0.0,0.0,0.0,2,3,0,1,0,0,0,1,0,9,0,2,5,0.004878048780487805,0.0,0.0024390243902439024,0.0,0.0,0.0,0.004878048780487805,0.012195121951219513,1.0,0.7142857142857143,0.03025242504409171,0.3627865961199295,0.038633682882842225,0,0,0,1,0.0,0.0,real,worldnews
1600,272,1,19,1599.0,14.31578947368421,4.838235294117647,0.1801470588235294,272.0,19.0,68.55582513325133,7.437386223862241,8.885866013071894,9.393357933579338,11.335875358753588,0.5735294117647058,1.4705882352941178,0.23897058823529413,0.7610294117647058,0.0,156,57.35294117647059,14,11,0,4,3,1,0,4,2,12,0.04411764705882353,0.26838235294117646,0.023125,0.16666666666666666,0.05555555555555555,0.007352941176470588,2,1,0,1,0,0,0,0,0,7,0,4,5,0.007352941176470588,0.0,0.003676470588235294,0.0,0.0,0.0,0.014705882352941176,0.01838235294117647,1.0,0.5555555555555556,0.17598039215686276,0.4387254901960784,0.06922350786729872,0,1,0,0,0.0,0.003676470588235294,fake,politics
1764,282,1,17,1764.0,16.58823529411765,5.23758865248227,0.30851063829787234,282.0,17.0,48.09,11.555785207700104,13.310471124620058,12.491489361702126,13.872745694022292,0.5851063829787234,1.673758865248227,0.26595744680851063,0.7340425531914894,0.0,165,58.51063829787234,16,11,0,1,0,0,2,0,0,0,0.0,0.14893617021276595,0.017006802721088437,0.0,0.0,0.0,2,3,0,1,0,0,0,8,0,3,0,0,4,0.0070921985815602835,0.0,0.0035460992907801418,0.0,0.0,0.0,0.0,0.014184397163120567,1.0,1.0,-0.0425,0.6875,0.04437662476199454,0,0,1,2,0.5,0.0035460992907801418,fake,left-news
1357,209,1,12,1356.0,17.416666666666668,5.425837320574162,0.3014354066985646,209.0,12.0,41.422727272727286,12.201818181818183,13.625693779904303,13.334928229665074,15.064114832535887,0.6794258373205742,1.7751196172248804,0.20574162679425836,0.7942583732057417,0.0,142,67.94258373205741,9,10,0,1,1,1,2,4,0,4,0.019138755980861243,0.18181818181818182,0.020633750921149593,0.09090909090909091,0.09090909090909091,0.0,0,0,0,0,0,0,0,2,0,2,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019138755980861243,0.0,1.0,0.1304383116883117,0.3753449675324675,0.05400982589977805,0,0,2,4,0.5,0.009569377990430622,fake,Government News
1261,206,1,10,1261.0,20.6,5.106796116504855,0.2912621359223301,206.0,10.0,48.75900970873789,11.576038834951458,12.923009708737865,11.903883495145632,14.841941747572816,0.6796116504854369,1.6504854368932038,0.2621359223300971,0.7378640776699029,0.0,140,67.96116504854369,9,5,0,1,0,0,2,0,0,0,0.0,0.1407766990291262,0.013481363996827915,0.0,0.0,0.0,3,3,0,0,0,0,1,1,0,1,0,1,5,0.014563106796116505,0.0,0.0,0.0,0.0,0.0048543689320388345,0.0048543689320388345,0.024271844660194174,0.0,0.8333333333333333,-0.013636363636363636,0.2087121212121212,0.08191333236244248,0,0,0,1,0.0,0.0,fake,politics
478,78,1,4,476.0,19.5,5.115384615384615,0.28205128205128205,78.0,4.0,47.84047619047621,12.962857142857146,15.496794871794869,12.197402597402597,16.5004329004329,0.8461538461538461,1.5769230769230769,0.2692307692307692,0.7307692307692308,0.0,66,84.61538461538461,4,3,0,0,0,0,2,2,0,2,0.02564102564102564,0.16666666666666666,0.02301255230125523,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014393939393939395,0.5299242424242424,0.01075268817204301,0,0,0,3,0.0,0.0,real,politicsNews
1742,295,1,14,1741.0,21.071428571428573,4.867796610169491,0.28135593220338984,295.0,14.0,39.76154824697488,14.330605026372947,14.81550385208012,10.802047781569968,17.48048402109836,0.6237288135593221,1.6542372881355931,0.26101694915254237,0.7389830508474576,0.0,184,62.37288135593221,14,16,0,0,0,0,2,4,0,5,0.01694915254237288,0.15254237288135594,0.02066590126291619,0.0,0.0,0.0,3,2,0,1,0,0,0,1,0,3,0,1,7,0.010169491525423728,0.0,0.003389830508474576,0.0,0.0,0.0,0.003389830508474576,0.023728813559322035,1.0,0.875,0.04666666666666667,0.23611111111111113,0.05253206297402935,1,0,0,1,0.0,0.0,real,worldnews
2715,477,1,26,2715.0,18.346153846153847,4.670859538784067,0.1970649895178197,477.0,26.0,65.09144150943399,8.920382389937107,10.109748427672955,9.228930817610063,11.573299790356394,0.5366876310272537,1.471698113207547,0.18029350104821804,0.8197064989517819,0.0,256,53.66876310272537,19,14,0,2,6,0,1,0,0,2,0.0041928721174004195,0.11530398322851153,0.015469613259668509,0.24,0.0,0.0,2,2,2,2,0,1,0,2,0,2,0,6,32,0.0041928721174004195,0.0041928721174004195,0.0041928721174004195,0.0,0.0020964360587002098,0.0,0.012578616352201259,0.06708595387840671,1.0,0.8421052631578948,0.0255006105006105,0.43460927960927975,0.06322552845950695,0,0,1,4,0.25,0.0020964360587002098,fake,News
2155,406,1,28,2155.0,14.5,4.29064039408867,0.16748768472906403,406.0,28.0,69.74698611733096,8.11564711150918,8.006188983430363,6.753201970443346,10.337483206448724,0.49507389162561577,1.3768472906403941,0.20689655172413793,0.7931034482758621,0.0,201,49.50738916256158,27,20,0,0,0,0,0,2,0,0,0.0,0.16748768472906403,0.022737819025522042,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0,3,0,34,6,0.0,0.0,0.007389162561576354,0.0,0.0,0.0,0.08374384236453201,0.014778325123152709,3.0,0.15,0.29032258064516137,0.6607526881720431,0.054450256972291965,1,0,0,3,0.0,0.0,fake,politics
3766,645,1,28,3766.0,23.035714285714285,4.812403100775194,0.22015503875968992,645.0,28.0,50.898537888198774,12.559505590062113,14.116418604651166,10.276708074534163,14.589714285714287,0.5581395348837209,1.550387596899225,0.22325581395348837,0.7767441860465116,0.0,360,55.81395348837209,25,38,0,5,1,1,9,0,0,4,0.006201550387596899,0.14263565891472868,0.02097716409984068,0.037037037037037035,0.037037037037037035,0.0,3,2,1,0,0,0,0,0,0,4,0,10,21,0.004651162790697674,0.0015503875968992248,0.0,0.0,0.0,0.0,0.015503875968992248,0.03255813953488372,0.0,0.6774193548387096,0.07013209013209014,0.4451214063714063,0.08175679005772646,1,0,1,5,0.2,0.0015503875968992248,fake,News
4567,793,1,27,4566.0,29.37037037037037,4.726355611601513,0.2408575031525851,793.0,27.0,46.50665764843524,14.31141318124208,16.00421185372005,10.276552598225607,16.751896265964707,0.47793190416141235,1.5397225725094577,0.2812105926860025,0.7187894073139975,0.0,379,47.793190416141236,27,23,0,1,0,0,11,6,0,15,0.018915510718789406,0.15384615384615385,0.014889424129625574,0.0,0.0,0.0,4,4,1,5,1,0,0,4,0,3,0,9,17,0.005044136191677175,0.0012610340479192938,0.006305170239596469,0.0012610340479192938,0.0,0.0,0.011349306431273645,0.021437578814627996,5.0,0.6538461538461539,0.08034557594081405,0.4089153439153439,0.08289071431048298,0,0,0,2,0.0,0.0,real,worldnews
3110,503,1,22,3108.0,22.863636363636363,5.172962226640159,0.2962226640159046,503.0,22.0,43.47748502994014,13.121870544625036,14.863223516046581,12.1560878243513,15.690561733675507,0.5546719681908548,1.6779324055666005,0.27236580516898606,0.7276341948310139,0.0,279,55.46719681908549,21,24,0,0,1,0,14,2,0,3,0.005964214711729622,0.15904572564612326,0.019935691318327974,0.045454545454545456,0.0,0.0,1,1,0,2,0,0,0,3,0,18,0,0,2,0.0019880715705765406,0.0,0.003976143141153081,0.0,0.0,0.0,0.0,0.003976143141153081,2.0,1.0,0.02,0.47544217687074836,0.06656101506587955,0,0,0,3,0.0,0.0,real,politicsNews
